Date,Value
2013-04-15,2.67
2013-04-12,2.599
2013-04-11,2.638
2013-04-10,2.669
2013-04-09,2.749
2013-04-08,2.728
2013-04-05,2.663
2013-04-04,2.686
2013-04-03,2.702
2013-04-02,2.838
2013-04-01,2.9
2013-03-28,2.913
2013-03-27,2.92
2013-03-26,2.93
2013-03-25,2.881
2013-03-22,2.877
2013-03-21,2.875
2013-03-20,2.868
2013-03-19,2.845
2013-03-18,2.91
2013-03-15,2.946
2013-03-14,2.931
2013-03-13,2.897
2013-03-12,2.883
2013-03-11,2.888
2013-03-08,2.948
2013-03-07,2.874
2013-03-06,2.909
2013-03-05,2.936
2013-03-04,2.896
2013-03-01,3.147
2013-02-28,2.891
2013-02-27,2.881
2013-02-26,2.997
2013-02-25,3.043
2013-02-22,3.114
2013-02-21,3.057
2013-02-20,3.066
2013-02-19,3.133
2013-02-15,3.157
2013-02-14,3.139
2013-02-13,3.053
2013-02-12,3.052
2013-02-11,3.038
2013-02-08,3.07
2013-02-07,3.028
2013-02-06,3.068
2013-02-05,3.07
2013-02-04,3.047
2013-02-01,3.1
2013-01-31,3.046
2013-01-30,3.068
2013-01-29,2.995
2013-01-28,2.952
2013-01-25,2.904
2013-01-24,2.888
2013-01-23,2.865
2013-01-22,2.862
2013-01-18,2.824
2013-01-17,2.786
2013-01-16,2.749
2013-01-15,2.728
2013-01-14,2.765
2013-01-11,2.75
2013-01-10,2.806
2013-01-09,2.813
2013-01-08,2.842
2013-01-07,2.833
2013-01-04,2.82
2013-01-03,2.794
2013-01-02,2.807
2012-12-31,2.835
2012-12-28,2.826
2012-12-27,2.841
2012-12-26,2.854
2012-12-24,2.789
2012-12-21,2.785
2012-12-20,2.793
2012-12-19,2.765
2012-12-18,2.729
2012-12-17,2.702
2012-12-14,2.69
2012-12-13,2.623
2012-12-12,2.66
2012-12-11,2.636
2012-12-10,2.615
2012-12-07,2.636
2012-12-06,2.62
2012-12-05,2.66
2012-12-04,2.727
2012-12-03,2.762
2012-11-30,2.769
2012-11-29,2.825
2012-11-28,2.78
2012-11-27,2.785
2012-11-26,2.785
2012-11-23,2.82
2012-11-21,2.832
2012-11-20,2.793
2012-11-19,2.828
2012-11-16,2.89
2012-11-15,2.897
2012-11-14,2.908
2012-11-13,2.956
2012-11-12,2.954
2012-11-09,2.984
2012-11-08,2.806
2012-11-07,2.759
2012-11-06,2.836
2012-11-05,2.668
2012-11-02,2.616
2012-11-01,2.673
2012-10-31,2.78
2012-10-30,2.799
2012-10-29,2.783
2012-10-26,2.737
2012-10-25,2.731
2012-10-24,2.676
2012-10-23,2.703
2012-10-22,2.741
2012-10-19,2.773
2012-10-18,2.83
2012-10-17,2.906
2012-10-16,2.965
2012-10-15,3.012
2012-10-12,3.05
2012-10-11,3.16
2012-10-10,3.207
2012-10-09,3.213
2012-10-08,3.186
2012-10-05,3.277
2012-10-04,3.269
2012-10-03,3.109
2012-10-02,3.182
2012-10-01,3.332
2012-09-28,3.665
2012-09-27,3.439
2012-09-26,3.364
2012-09-25,3.205
2012-09-24,3.142
2012-09-21,3.252
2012-09-20,3.14
2012-09-19,3.063
2012-09-18,3.083
2012-09-17,3.131
2012-09-14,3.21
2012-09-13,3.205
2012-09-12,3.392
2012-09-11,3.444
2012-09-10,3.427
2012-09-07,3.359
2012-09-06,3.255
2012-09-05,3.188
2012-09-04,3.174
2012-08-31,3.133
2012-08-30,3.098
2012-08-29,3.113
2012-08-28,3.174
2012-08-27,3.211
2012-08-24,3.043
2012-08-23,3.065
2012-08-22,3.081
2012-08-21,3.037
2012-08-20,2.979
2012-08-17,2.984
2012-08-16,3.046
2012-08-15,3.053
2012-08-14,2.966
2012-08-13,2.96
2012-08-10,2.98
2012-08-09,3.021
2012-08-08,2.981
2012-08-07,2.998
2012-08-06,2.956
2012-08-03,2.945
2012-08-02,2.873
2012-08-01,2.822
2012-07-31,2.756
2012-07-30,2.788
2012-07-27,2.767
2012-07-26,2.667
2012-07-25,2.65
2012-07-24,2.71
2012-07-23,2.761
2012-07-20,2.827
2012-07-19,2.828
2012-07-18,2.818
2012-07-17,2.789
2012-07-16,2.837
2012-07-13,2.796
2012-07-12,2.795
2012-07-11,2.77
2012-07-10,2.736
2012-07-09,2.747
2012-07-06,2.671
2012-07-05,2.711
2012-07-03,2.683
2012-07-02,2.591
2012-06-29,2.59
2012-06-28,2.437
2012-06-27,2.486
2012-06-26,2.523
2012-06-25,2.538
2012-06-22,2.49
2012-06-21,2.441
2012-06-20,2.537
2012-06-19,2.6
2012-06-18,2.61
2012-06-15,2.683
2012-06-14,2.708
2012-06-13,2.663
2012-06-12,2.665
2012-06-11,2.642
2012-06-08,2.695
2012-06-07,2.666
2012-06-06,2.698
2012-06-05,2.682
2012-06-04,2.674
2012-06-01,2.623
2012-05-31,2.631
2012-05-30,2.774
2012-05-29,2.829
2012-05-25,2.807
2012-05-24,2.794
2012-05-23,2.8
2012-05-22,2.852
2012-05-21,2.883
2012-05-18,2.833
2012-05-17,2.819
2012-05-16,2.864
2012-05-15,2.9
2012-05-14,2.961
2012-05-11,2.945
2012-05-10,2.941
2012-05-09,2.945
2012-05-08,2.936
2012-05-07,2.897
2012-05-04,2.879
2012-05-03,2.955
2012-05-02,2.999
2012-05-01,3.043
2012-04-30,3.057
2012-04-27,3.082
2012-04-26,3.09
2012-04-25,3.076
2012-04-24,3.084
2012-04-23,3.121
2012-04-20,3.089
2012-04-19,3.094
2012-04-18,3.156
2012-04-17,3.199
2012-04-16,3.232
2012-04-13,3.322
2012-04-12,3.335
2012-04-11,3.265
2012-04-10,3.215
2012-04-09,3.255
2012-04-05,3.302
2012-04-04,3.346
2012-04-03,3.411
2012-04-02,3.384
2012-03-30,3.318
2012-03-29,3.324
2012-03-28,3.3
2012-03-27,3.289
2012-03-26,3.303
2012-03-23,3.276
2012-03-22,3.23
2012-03-21,3.192
2012-03-20,3.204
2012-03-19,3.192
2012-03-16,3.149
2012-03-15,3.071
2012-03-14,3.146
2012-03-13,3.13
2012-03-12,3.088
2012-03-09,3.097
2012-03-08,3.057
2012-03-07,3.037
2012-03-06,2.989
2012-03-05,3.038
2012-03-02,3.098
2012-03-01,3.155
2012-02-29,3.27
2012-02-28,3.232
2012-02-27,3.113
2012-02-24,3.151
2012-02-23,3.133
2012-02-22,3.107
2012-02-21,3.061
2012-02-17,3.023
2012-02-16,3.05
2012-02-15,3.023
2012-02-14,2.999
2012-02-13,3.027
2012-02-10,3.001
2012-02-09,3.032
2012-02-08,3.001
2012-02-07,2.951
2012-02-06,2.956
2012-02-03,2.937
2012-02-02,2.899
2012-02-01,2.905
2012-01-31,2.912
2012-01-30,2.9
2012-01-27,2.949
2012-01-26,2.875
2012-01-25,2.869
2012-01-24,2.833
2012-01-23,2.808
2012-01-20,2.816
2012-01-19,2.849
2012-01-18,2.862
2012-01-17,2.798
2012-01-13,2.774
2012-01-12,2.748
2012-01-11,2.784
2012-01-10,2.792
2012-01-09,2.77
2012-01-06,2.777
2012-01-05,2.745
2012-01-04,2.805
2012-01-03,2.784
2011-12-30,2.694
2011-12-29,2.712
2011-12-28,2.68
2011-12-27,2.707
2011-12-23,2.73
2011-12-22,2.668
2011-12-21,2.654
2011-12-20,2.615
2011-12-19,2.527
2011-12-16,2.528
2011-12-15,2.516
2011-12-14,2.534
2011-12-13,2.655
2011-12-12,2.605
2011-12-09,2.644
2011-12-08,2.605
2011-12-07,2.628
2011-12-06,2.675
2011-12-05,2.63
2011-12-02,2.669
2011-12-01,2.635
2011-11-30,2.588
2011-11-29,2.575
2011-11-28,2.545
2011-11-25,2.516
2011-11-23,2.558
2011-11-22,2.59
2011-11-21,2.528
2011-11-18,2.5
2011-11-17,2.532
2011-11-16,2.633
2011-11-15,2.633
2011-11-14,2.59
2011-11-11,2.651
2011-11-10,2.682
2011-11-09,2.702
2011-11-08,2.773
2011-11-07,2.786
2011-11-04,2.738
2011-11-03,2.706
2011-11-02,2.696
2011-11-01,2.696
2011-10-31,2.679
2011-10-28,2.732
2011-10-27,2.804
2011-10-26,2.695
2011-10-25,2.752
2011-10-24,2.736
2011-10-21,2.75
2011-10-20,2.725
2011-10-19,2.755
2011-10-18,2.816
2011-10-17,2.816
2011-10-14,2.923
2011-10-13,2.893
2011-10-12,2.872
2011-10-11,2.872
2011-10-10,2.853
2011-10-07,2.788
2011-10-06,2.815
2011-10-05,2.713
2011-10-04,2.632
2011-10-03,2.601
2011-09-30,2.633
2011-09-29,2.684
2011-09-28,2.608
2011-09-27,2.662
2011-09-26,2.59
2011-09-23,2.587
2011-09-22,2.596
2011-09-21,2.702
2011-09-20,2.758
2011-09-19,2.745
2011-09-16,2.824
2011-09-15,2.81
2011-09-14,2.752
2011-09-13,2.768
2011-09-12,2.817
