,Date,price,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10
1227,1/22/15,232.69,232.16,242.06,249.64,282.21,258.24,245.28,232.01,234.36,227.73,221.57
1228,1/23/15,232.16,242.06,249.64,282.21,258.24,245.28,232.01,234.36,227.73,221.57,229.22
1229,1/24/15,242.06,249.64,282.21,258.24,245.28,232.01,234.36,227.73,221.57,229.22,235.25
1230,1/25/15,249.64,282.21,258.24,245.28,232.01,234.36,227.73,221.57,229.22,235.25,225.06
1231,1/26/15,282.21,258.24,245.28,232.01,234.36,227.73,221.57,229.22,235.25,225.06,219.71
1232,1/27/15,258.24,245.28,232.01,234.36,227.73,221.57,229.22,235.25,225.06,219.71,219.53
1233,1/28/15,245.28,232.01,234.36,227.73,221.57,229.22,235.25,225.06,219.71,219.53,227.1
1234,1/29/15,232.01,234.36,227.73,221.57,229.22,235.25,225.06,219.71,219.53,227.1,224.82
1235,1/30/15,234.36,227.73,221.57,229.22,235.25,225.06,219.71,219.53,227.1,224.82,219.56
1236,1/31/15,227.73,221.57,229.22,235.25,225.06,219.71,219.53,227.1,224.82,219.56,218.61
1237,2/1/15,221.57,229.22,235.25,225.06,219.71,219.53,227.1,224.82,219.56,218.61,221.19
1238,2/2/15,229.22,235.25,225.06,219.71,219.53,227.1,224.82,219.56,218.61,221.19,221.13
1239,2/3/15,235.25,225.06,219.71,219.53,227.1,224.82,219.56,218.61,221.19,221.13,234.18
1240,2/4/15,225.06,219.71,219.53,227.1,224.82,219.56,218.61,221.19,221.13,234.18,249.31
1241,2/5/15,219.71,219.53,227.1,224.82,219.56,218.61,221.19,221.13,234.18,249.31,247.74
1242,2/6/15,219.53,227.1,224.82,219.56,218.61,221.19,221.13,234.18,249.31,247.74,235.99
1243,2/7/15,227.1,224.82,219.56,218.61,221.19,221.13,234.18,249.31,247.74,235.99,241.31
1244,2/8/15,224.82,219.56,218.61,221.19,221.13,234.18,249.31,247.74,235.99,241.31,239.03
1245,2/9/15,219.56,218.61,221.19,221.13,234.18,249.31,247.74,235.99,241.31,239.03,240.11
1246,2/10/15,218.61,221.19,221.13,234.18,249.31,247.74,235.99,241.31,239.03,240.11,245.12
1247,2/11/15,221.19,221.13,234.18,249.31,247.74,235.99,241.31,239.03,240.11,245.12,245.6
1248,2/12/15,221.13,234.18,249.31,247.74,235.99,241.31,239.03,240.11,245.12,245.6,237.77
1249,2/13/15,234.18,249.31,247.74,235.99,241.31,239.03,240.11,245.12,245.6,237.77,236.48
1250,2/14/15,249.31,247.74,235.99,241.31,239.03,240.11,245.12,245.6,237.77,236.48,239.0
1251,2/15/15,247.74,235.99,241.31,239.03,240.11,245.12,245.6,237.77,236.48,239.0,238.24
1252,2/16/15,235.99,241.31,239.03,240.11,245.12,245.6,237.77,236.48,239.0,238.24,236.46
1253,2/17/15,241.31,239.03,240.11,245.12,245.6,237.77,236.48,239.0,238.24,236.46,250.2
1254,2/18/15,239.03,240.11,245.12,245.6,237.77,236.48,239.0,238.24,236.46,250.2,251.12
